Seccion;Manzana;Parcela;SMP;Expediente;Nomenclacion par;Fecha de registro;Direccion;Comuna 1;Codigo postal;Codigo postal argentino;Tipo obra;Superficie (m2);Direccion normalizada;Lon;Lat;Calle;Altura;Barrio;Comuna;
None; ; ;None- - ;29566343/15;15,59,120-33;2017-09-22;N.OROÑO 2182/86;Comuna 15;1416;C1416BZV;Obra Menor;126.66;OROÑO, NICASIO 2182;-58.46081718;-34.60144188;OROÑO, NICASIO;2182;Paternal;15;
 ; ; ; - - ;20480360/17;;2018-05-04;N.OROÑO 2493;Comuna 15;1416;C1416CAA;Obra Media;1247;OROÑO, NICASIO 2493;-58.45967739;-34.59807066;OROÑO, NICASIO;2493;Paternal;15;
 ; ; ; - - ;27792542/17;;2018-01-11;N.OROÑO 478/80;Comuna 6;1405;C1405AQB;Obra Media;1612.68;OROÑO, NICASIO 478;-58.45194097;-34.61860016;OROÑO, NICASIO;478;Caballito;6;
 ; ; ; - - ;19510406/16;;2018-04-12;N.TREJO 5134;Comuna 10;1407;C1407GHD;Obra Media;931.6;TREJO NEMESIO 5134;-58.50801803;-34.62351938;TREJO NEMESIO;5134;Monte Castro;10;
 ; ; ; - - ;17467703/17;;2018-03-28;N.UNIDAS 2924;Comuna 11;1417;C1417CGF;Micro Obra;22.57;NACIONES UNIDAS 2924;-58.52059619;-34.61451354;NACIONES UNIDAS;2924;Villa Devoto;11;
33;83c;12;033-83c-012;27525591/16;17-33-83c-12;2019-05-08;N.VEGA 5885;Comuna 14;1414;C1414BFI;Obra Media;1940.33;VEGA, NICETO, CNEL. AV. 5885;-58.44225503;-34.58457734;VEGA, NICETO, CNEL. AV.;5885;Palermo;14;
33;70;11;033-070-011;6724617/17;17-33-70-11;2018-10-31;N.VEGA 5886;Comuna 14;1414;C1414BFJ;Obra Media;896.13;VEGA, NICETO, CNEL. AV. 5886;-58.44238174;-34.58470726;VEGA, NICETO, CNEL. AV.;5886;Palermo;14;
40;14A;10;040-14A-010;12687992/18;6-40-14A-10;2018-07-20;N.VIDELA 572;Comuna 6;1424;C1424AXD;Obra Menor;121.85;VIDELA, NICOLAS E. 572;-58.44206821;-34.6276386;VIDELA, NICOLAS E.;572;Caballito;6;
71;17;19;071-017-019;8077225/17;15-71-17-19;2018-12-20;N.YORK 3191/93;Comuna 15;1419;C1419HCU;Micro Obra;;NUEVA YORK 3191;-58.50122959;-34.59363254;NUEVA YORK;3191;Agronomia;15;
83;189;3;083-189-003;7424227/18;15-83-189-3;2018-10-17;N.YORK 3414/20;Comuna 11;1419;C1419HDD;Obra Menor;340;NUEVA YORK 3414;-58.50435191;-34.59567284;NUEVA YORK;3414;Villa Devoto;11;
89;80;004a;089-080-004a;33952818/18;15-89-080-004a;2019-05-31;N.YORK 4530;Comuna 11;1419;C1419HED;Obra Menor;86.17;NUEVA YORK 4530;-58.51792861;-34.60403692;NUEVA YORK;4530;Villa Devoto;11;
89;31;13;089-031-013;13588463/18;15-89-31-13;2019-05-28;N.YORK 5040/42;Comuna 11;1419;C1419HEN;Obra Media;589.84;NUEVA YORK 5040;-58.52474194;-34.6084094;NUEVA YORK;5040;Villa Devoto;11;
89;31;21;089-031-021;10519478/18;15-89-31-21;2018-08-24;N.YORK 5080;Comuna 11;1419;C1419HEN;Obra Menor;284.12;NUEVA YORK 5080;-58.52537234;-34.60883951;NUEVA YORK;5080;Villa Devoto;11;
53;114;001c;053-114-001c;29215517/17;16-53-114-1C;2018-10-17;NAHUEL HUAPI 4015;Comuna 12;1430;C1430BCO;Obra Media;641.04;NAHUEL HUAPI 4015;-58.47844613;-34.56522244;NAHUEL HUAPI;4015;Villa Urquiza;12;
53;103;019a;053-103-019a;21690996/15;16-53-103-19a;2017-12-20;NAHUEL HUAPI 4141/59;Comuna 12;1430;C1430BCQ;Obra Menor;164.95;NAHUEL HUAPI 4141;-58.47922249;-34.56569654;NAHUEL HUAPI;4141;Villa Urquiza;12;
 ; ; ; - - ;17600407/17;;2018-04-18;NAHUEL HUAPI 4469;Comuna 12;1430;C1430BCW;Obra Media;921.8;NAHUEL HUAPI 4469;-58.48219265;-34.56749616;NAHUEL HUAPI;4469;Villa Urquiza;12;
 ; ; ; - - ;22227381/17;;2018-02-28;NAHUEL HUAPI 4937/41;Comuna 12;1431;C1431BTI;Obra Mayor;2657.24;NAHUEL HUAPI 4937;-58.48724925;-34.57031193;NAHUEL HUAPI;4937;Villa Urquiza;12;
63;128;11;063-128-011;23617118/18;16-63-128-11;2018-10-17;NAHUEL HUAPI 5079/81;Comuna 12;1431;C1431BTK;Obra Menor;49.57;NAHUEL HUAPI 5079;-58.48875374;-34.57114077;NAHUEL HUAPI;5079;Villa Urquiza;12;
63;104;19;063-104-19;24626479/17;16-63-104-19/20;2017-11-13;NAHUEL HUAPI 5209;Comuna 12;1431;C1431BTO;Obra Mayor;4998.8;NAHUEL HUAPI 5209;-58.49039347;-34.57204131;NAHUEL HUAPI;5209;Villa Urquiza;12;
63;104;20;063-104-20;24626479/17;16-63-104-19/20;2017-11-13;NAHUEL HUAPI 5209;Comuna 12;1431;C1431BTO;Obra Mayor;4998.8;NAHUEL HUAPI 5209;-58.49039347;-34.57204131;NAHUEL HUAPI;5209;Villa Urquiza;12;
43;7;10;043-007-010;9430917/18;16-43-07-10;2018-11-22;NAON 4181;Comuna 12;1430;C1430ERC;Micro Obra;;NAON, ROMULO 4181;-58.48513036;-34.55150196;NAON, ROMULO;4181;Saavedra;12;
61;132B;13;061-132B-013;15637285/18;15-61-132B-13;2018-10-26;NAVARRO 2152;Comuna 15;1419;C1419HSB;Obra Menor;44.29;NAVARRO 2152;-58.48629243;-34.58894137;NAVARRO;2152;Agronomia;15;
 ; ; ; - - ;27407473/16;;2018-04-10;NAVARRO 2165;Comuna 15;1419;C1419HSA;Obra Menor;181.06;NAVARRO 2165;-58.48654866;-34.58900896;NAVARRO;2165;Agronomia;15;
71;92;17;071-092-017;32067804/18;15-71-92-17;2019-04-05;NAVARRO 2569;Comuna 15;1419;C1419HSI;Obra Media;622.16;NAVARRO 2569;-58.49130282;-34.59195017;NAVARRO;2569;Agronomia;15;
71;92;17;071-092-017;26596975/18;15-71-092-17;2018-11-13;NAVARRO 2569;Comuna 15;1419;C1419HSI;Micro Obra;;NAVARRO 2569;-58.49130282;-34.59195017;NAVARRO;2569;Agronomia;15;
 ; ; ; - - ;7042550/17;;2018-04-24;NAVARRO 3041/45;Comuna 15;1419;C1419HTG;Obra Media;810.27;NAVARRO 3041;-58.49680444;-34.59534679;NAVARRO;3041;Agronomia;15;
83;234;1;083-234-001;18606560/14;15-83-234-1;2017-09-15;NAVARRO 3210;Comuna 11;1419;C1419HTL;Obra Media;1562.24;NAVARRO 3210;-58.49906905;-34.59683663;NAVARRO;3210;Villa Devoto;11;
83;185;9;083-185-009;22888933/16;15-83-185-9;2017-09-08;NAVARRO 3448/52;Comuna 11;1419;C1419HTP;Obra Media;719.32;NAVARRO 3448;-58.5022628;-34.59881234;NAVARRO;3448;Villa Devoto;11;
 ; ; ; - - ;8480632/18;;2018-05-02;NAVARRO 3469/71;Comuna 11;1419;C1419HTO;Obra Menor;387.86;NAVARRO 3469;-58.50255307;-34.59889788;NAVARRO;3469;Villa Devoto;11;
 ; ; ; - - ;5481870/18;;2018-05-04;NAVARRO 4045/47;Comuna 11;1419;C1419HUC;Obra Media;725.57;NAVARRO 4045;-58.50929653;-34.60307059;NAVARRO;4045;Villa Devoto;11;
89;89;020e;089-089-020e;35451394/18;15-089-089-020e;2019-05-10;NAVARRO 4643;Comuna 11;1419;C1419HUO;Obra Menor;113.51;NAVARRO 4643;-58.51674791;-34.60765923;NAVARRO;4643;Villa Devoto;11;
89;92;4a;089-092-4a;31091847/18;15-89-92-4a/4b;2018-11-23;NAVARRO 4646/48;Comuna 11;1419;C1419HUP;Micro Obra;;NAVARRO 4646;-58.51678813;-34.6077785;NAVARRO;4646;Villa Devoto;11;
89;92;4b;089-092-4b;31091847/18;15-89-92-4a/4b;2018-11-23;NAVARRO 4646/48;Comuna 11;1419;C1419HUP;Micro Obra;;NAVARRO 4646;-58.51678813;-34.6077785;NAVARRO;4646;Villa Devoto;11;
89;44A;25;089-44A-025;29899027/17;19-89-44A-25;2018-07-04;NAVARRO 5121;Comuna 11;1419;C1419HUY;Obra Media;575.7;NAVARRO 5121;-58.52300481;-34.61172191;NAVARRO;5121;Villa Devoto;11;
89;033C;001a;089-033C-001a;35459239/18;15-089-033C-001A;2019-04-25;NAVARRO 5257;Comuna 11;1419;C1419HVA;Obra Menor;79.06;NAVARRO 5257;-58.52519659;-34.61319424;NAVARRO;5257;Villa Devoto;11;
 ; ; ; - - ;29897050/17;;2018-04-18;NAZARRE 2735/37;Comuna 11;1417;C1417DWE;Obra Media;1724.51;NAZARRE 2735;-58.48906091;-34.59885808;NAZARRE;2735;Villa Del Parque;11;
81;87;.28a;081-087-.28a;33108817/18;15-81-87-.28a;2018-12-13;NAZARRE 3817/25;Comuna 11;1417;C1417DXO;Obra Media;1489.59;NAZARRE 3817;-58.50141786;-34.60622391;NAZARRE;3817;Villa Del Parque;11;
67;29;36;067-029-036;30287639/17;15-67-29-36;2018-07-30;NAZCA 1440;Comuna 11;1416;C1416ASQ;Obra Media;2499.93;NAZCA AV. 1440;-58.47704377;-34.61706743;NAZCA AV.;1440;Villa Santa Rita;11;
67;29;040a;067-029-040a;28369633/17;15-67-29-40a;2018-09-06;NAZCA 1476/80;Comuna 11;1416;C1416ASQ;Obra Media;2104.16;NAZCA AV. 1476;-58.47725306;-34.6168045;NAZCA AV.;1476;Villa Santa Rita;11;
 ; ; ; - - ;23794860/17;;2018-04-18;NAZCA 1722/34;Comuna 11;1416;C1416AST;Obra Mayor;3539.4;NAZCA AV. 1722;-58.4792814;-34.61425798;NAZCA AV.;1722;Villa Santa Rita;11;
 ; ; ; - - ;9410239/18;;2018-04-25;NAZCA 1763/65;Comuna 11;1416;C1416ASG;Obra Media;2425.84;NAZCA AV. 1763;-58.47940321;-34.61378962;NAZCA AV.;1763;Villa Santa Rita;11;
69;15;42;069-015-042;29770806/17;15-69-15-42;2018-11-28;NAZCA 2370/74;Comuna 11;1416;C1416ASZ;Obra Mayor;2854.38;NAZCA AV. 2370;-58.48419525;-34.60815305;NAZCA AV.;2370;Villa Del Parque;11;
69;17;8;069-017-008;20737224/17;15-69-17-8;2017-09-28;NAZCA 2552/54;Comuna 11;1417;C1417CUO;Obra Media;2473.01;NAZCA AV. 2552;-58.48573634;-34.60640697;NAZCA AV.;2552;Villa Del Parque;11;
 ; ; ; - - ;27596421/17;;2018-05-29;NAZCA 2725/35;Comuna 11;1417;C1417CUD;Obra Mayor;5683.1;NAZCA AV. 2725;-58.4872779;-34.6043625;NAZCA AV.;2725;Villa Del Parque;11;
 ; ; ; - - ;5984564/17;;2018-02-06;NAZCA 2866;Comuna 11;1417;C1417CUR;Obra Media;2156.83;NAZCA AV. 2866;-58.4887113;-34.60314593;NAZCA AV.;2866;Villa Del Parque;11;
 ; ; ; - - ;3781982/18;;2018-03-23;NAZCA 3188;Comuna 11;1417;C1417CVO;SIN INFORMACION;;NAZCA AV. 3188;-58.49149216;-34.59945762;NAZCA AV.;3188;Villa Del Parque;11;
71;36;36;071-036-036;15018758/18;15-71-36-36;2018-08-31;NAZCA 3188/90;Comuna 11;1417;C1417CVO;Obra Media;1920.8;NAZCA AV. 3188;-58.49149216;-34.59945762;NAZCA AV.;3188;Villa Del Parque;11;
71;38;004t;071-038-004t;28880582/17;15-71-38-4t;2018-07-05;NAZCA 3360/68;Comuna 11;1417;C1417CVQ;Obra Mayor;4308.04;NAZCA AV. 3360;-58.49253868;-34.5977844;NAZCA AV.;3360;Villa Del Parque;11;
65;23;41;065-023-041;11707407/18;5-65-23-41;2019-05-10;NAZCA 366/68;Comuna 7;1406;C1406AJP;Obra Menor;413.95;NAZCA AV. 366;-58.47101343;-34.62787729;NAZCA AV.;366;Flores;7;
65;24;29;065-024-029;25622769/18;5-65-24-29;2018-10-25;NAZCA 420/24;Comuna 7;1406;C1406AJQ;Obra Menor;281.19;NAZCA AV. 420;-58.47129103;-34.62724679;NAZCA AV.;420;Flores;7;
 ; ; ; - - ;27508593/16;;2018-04-27;NAZCA 4656/58;Comuna 12;1419;C1419DFW;Obra Media;1892.69;NAZCA 4656;-58.50187899;-34.58670727;NAZCA;4656;Villa Pueyrredon;12;
65;36;002b;065-036-002b;15009755/18;5-65-36-002B;2018-07-18;NAZCA 663;Comuna 7;1406;C1406AJF;Obra Mayor;4373.45;NAZCA AV. 663;-58.47226886;-34.6245799;NAZCA AV.;663;Flores;7;
6;58;17;006-058-017;25069644/16;4-6-58-17;2019-02-22;NECOCHEA 748;Comuna 4;1158;C1158ACJ;Obra Menor;327.35;NECOCHEA 748;-58.36065409;-34.63058734;NECOCHEA;748;Boca;4;
85;025B;25;085-025B-025;15091506/18;085-025B-025;2018-11-05;NEMESIO TREJO 5167;Comuna 10;1407;C1407GHC;Obra Menor;437.27;TREJO NEMESIO 5167;-58.50847431;-34.62384274;TREJO NEMESIO;5167;Monte Castro;10;
85;25A;15;085-25A-015;28751782/18;15-85-25A-15;2019-03-22;NEMESIO TREJO 5184;Comuna 10;1407;C1407GHD;Obra Media;614.83;TREJO NEMESIO 5184;-58.50855142;-34.62399693;TREJO NEMESIO;5184;Monte Castro;10;
 ; ; ; - - ;30097975/17;;2018-02-28;NEMESIO TREJO 5239;Comuna 10;1407;C1407GHE;Obra Menor;486.74;TREJO NEMESIO 5239;-58.50940831;-34.62467871;TREJO NEMESIO;5239;Monte Castro;10;
57;32;004a;057-032-004a;22058588/18;057-032-004a;2018-11-20;NEUQUEN 1840;Comuna 7;1406;C1406FOH;Obra Media;1753.42;NEUQUEN 1840;-58.45906468;-34.61610379;NEUQUEN;1840;Flores;7;
57;32;004c;057-032-004c;8806115/17;5-57-32-4C;2019-02-20;NEUQUEN 1858/60;Comuna 7;1406;C1406FOH;Obra Media;953.37;NEUQUEN 1858;-58.45924575;-34.61615936;NEUQUEN;1858;Flores;7;
57;13;24;057-013-024;19257301/18;05-57-013-024;2018-12-20;NEUQUEN 2019;Comuna 7;1406;C1406FOK;Obra Media;627.98;NEUQUEN 2019;-58.4612864;-34.61667715;NEUQUEN;2019;Flores;7;
 ; ; ; - - ;15762244/17;;2018-04-18;NEUQUEN 2203/05;Comuna 7;1406;C1406FOO;Obra Mayor;33308.85;NEUQUEN 2203;-58.46421094;-34.6176922;NEUQUEN;2203;Flores;7;
65;96;28;065-096-028;39431255/15;5-65-96-28;2017-09-19;NEUQUEN 2315;Comuna 7;1406;C1406FOQ;Obra Media;1028.22;NEUQUEN 2315;-58.46614619;-34.61852836;NEUQUEN;2315;Flores;7;
65;80;020c;065-080-020c;9455103/16;5-65-080-020C;2019-03-15;NEUQUEN 2475;Comuna 7;1406;C1406FOS;Obra Menor;418.2;NEUQUEN 2475;-58.46810319;-34.61934814;NEUQUEN;2475;Flores;7;
 ; ; ; - - ;26798998/17;;2018-02-26;NEUQUEN 2593;Comuna 7;1406;C1406FOU;Obra Menor;41.35;NEUQUEN 2593;-58.46962657;-34.61982154;NEUQUEN;2593;Flores;7;
 ; ; ; - - ;19888281/17;;2018-01-05;NEUQUEN 2671;Comuna 7;1406;C1406FOW;Obra Media;1235;NEUQUEN 2671;-58.47079153;-34.62018309;NEUQUEN;2671;Flores;7;
65;40;21;065-040-021;8070350/18;5-65-40-21;2018-07-12;NEUQUEN 2847;Comuna 7;1406;C1406FPA;Micro Obra;;NEUQUEN 2847;-58.47320452;-34.62093218;NEUQUEN;2847;Flores;7;
65;029A;001b;065-029A-001b;28620277/18;5-65-029A-001B;2019-04-25;NEUQUEN 2910/12;Comuna 7;1406;C1406FPD;Obra Menor;260.27;NEUQUEN 2910;-58.47421799;-34.62132699;NEUQUEN;2910;Flores;7;
65;29A;001b;065-29A-001b;28620277/18;5-65-29A-001B;2018-11-07;NEUQUEN 2910/12;Comuna 7;1406;C1406FPD;Micro Obra;;NEUQUEN 2910;-58.47421799;-34.62132699;NEUQUEN;2910;Flores;7;
 ; ; ; - - ;25370373/16;;2018-04-10;NEUQUEN 520;Comuna 6;1405;C1405CKB;Obra Menor;125.7;NEUQUEN 520;-58.43796016;-34.61599418;NEUQUEN;520;Caballito;6;
 ; ; ; - - ;28957233/17;;2018-04-16;NEUQUEN 850;Comuna 6;1405;C1405CKH;Obra Media;1274.16;NEUQUEN 850;-58.44418403;-34.61600256;NEUQUEN;850;Caballito;6;
19;81;8;019-081-008;25155028/16;18-19-081-08;2018-09-17;NICARAGUA 4482/84;Comuna 14;1414;C1414BVD;Obra Menor;388.42;NICARAGUA 4482;-58.42409625;-34.58911419;NICARAGUA;4482;Palermo;14;
19;88;5;019-088-005;24319434/18;18-19-88-5;2019-01-07;NICARAGUA 5144/46;Comuna 14;1414;C1414BVR;Obra Media;1312.11;NICARAGUA 5144;-58.42984001;-34.58460245;NICARAGUA;5144;Palermo;14;
 ; ; ; - - ;16262560/17;;2018-02-22;NICARAGUA 5580;Comuna 14;1414;C1414BWD;Obra Mayor;3510.68;NICARAGUA 5580;-58.43322237;-34.58193758;NICARAGUA;5580;Palermo;14;
 ; ; ; - - ;27919791/17;;2018-03-12;NICARAGUA 5747/49;Comuna 14;1414;C1414BWG;Obra Mayor;3903.36;NICARAGUA 5747;-58.43500631;-34.58041524;NICARAGUA;5747;Palermo;14;
35;61b;11;035-61b-011;9586903/17;17-35-61b-11;2017-09-12;NICARAGUA 5878;Comuna 14;1414;C1414BWJ;Obra Menor;402.6;NICARAGUA 5878;-58.43635075;-34.57950588;NICARAGUA;5878;Palermo;14;
35;62B;006a;035-62B-006a;13815631/16;17-35-62B-6a;2017-10-20;NICARAGUA 5942/52;Comuna 14;1414;C1414BWL;Obra Mayor;3545.17;NICARAGUA 5942;-58.43707616;-34.57893953;NICARAGUA;5942;Palermo;14;
35;63;004a;035-063-004a;16695932/17;17-35-63-4A;2017-10-10;NICARAGUA 6028/36;Comuna 14;1414;C1414BWN;Obra Mayor;4930.32;NICARAGUA 6028;-58.43794545;-34.57825487;NICARAGUA;6028;Palermo;14;
59;132;7;059-132-007;33823516/18;15-59-132-7;2019-01-02;NICASIO OROÑO 1919;Comuna 11;1416;C1416BZQ;Obra Media;846.06;OROÑO, NICASIO 1919;-58.46124976;-34.60425123;OROÑO, NICASIO;1919;Villa Gral. Mitre;11;
 ; ; ; - - ;14688957/18;;2018-05-31;NICETO VEGA 5233;Comuna 14;1414;C1414BEM;Obra Menor;499.96;VEGA, NICETO, CNEL. 5233;-58.43553544;-34.58931677;VEGA, NICETO, CNEL.;5233;Palermo;14;
33;68;10;033-068-010;10314388/17;17-33-68-10;2017-09-12;NICETO VEGA 5682/86;Comuna 14;1414;C1414BFF;Obra Media;1858.2;VEGA, NICETO, CNEL. AV. 5682;-58.44021736;-34.58620436;VEGA, NICETO, CNEL. AV.;5682;Palermo;14;
33;69c;019a;033-69c-019a;32090036/18;17-33-69c-19a;2018-12-18;NICETO VEGA 5720/28;Comuna 14;1414;C1414BFH;Obra Mayor;4039.14;VEGA, NICETO, CNEL. AV. 5720;-58.44071884;-34.58586644;VEGA, NICETO, CNEL. AV.;5720;Palermo;14;
33;82;029a;033-082-029a;30278601/17;17-33-82-29A;2018-09-19;NICETO VEGA 5765/81;Comuna 14;1414;C1414BFG;Obra Mayor;9415.64;VEGA, NICETO, CNEL. AV. 5765;-58.44093629;-34.58549757;VEGA, NICETO, CNEL. AV.;5765;Palermo;14;
33;83c;12;033-83c-012;27525591/16;17-33-83c-12;2017-11-27;NICETO VEGA 5885;Comuna 14;1414;C1414BFI;Obra Media;1940.33;VEGA, NICETO, CNEL. AV. 5885;-58.44225503;-34.58457734;VEGA, NICETO, CNEL. AV.;5885;Palermo;14;
None; ; ;None- - ;19961862/18;2019/01/16;2019-01-16;NICETO VEGA 5946;Comuna 14;1414;C1414BFL;Obra Mayor;2599.02;VEGA, NICETO, CNEL. AV. 5946;-58.44309945;-34.58419265;VEGA, NICETO, CNEL. AV.;5946;Palermo;14;
 ; ; ; - - ;11975064/18;;2018-06-21;NICOSIO OROÑO 511;Comuna 6;1405;C1405AQC;Obra Media;923.95;OROÑO, NICASIO 511;-58.4520785;-34.61810287;OROÑO, NICASIO;511;Caballito;6;
71;97;31;071-097-031;22094799/18;15-71-97-31;2018-08-14;NOGOYA 2467;Comuna 11;1417;C1417FMA;Obra Media;1651.39;NOGOYA 2467;-58.48471892;-34.59869028;NOGOYA;2467;Villa Del Parque;11;
 ; ; ; - - ;10882685/18;;2018-06-19;NOGOYA 2470/78;Comuna 11;1417;C1417FMB;Obra Mayor;4289.14;NOGOYA 2470;-58.48481971;-34.59887387;NOGOYA;2470;Villa Del Parque;11;
 ; ; ; - - ;29752470/17;;2018-05-22;NOGOYA 2481;Comuna 11;1417;C1417FMA;Obra Media;990.71;NOGOYA 2481;-58.48487643;-34.59878209;NOGOYA;2481;Villa Del Parque;11;
71;86;21;071-086-021;20753911/18;15-71-86-21;2018-10-17;NOGOYA 2593;Comuna 11;1417;C1417FMC;Obra Menor;154.89;NOGOYA 2593;-58.48619246;-34.59955284;NOGOYA;2593;Villa Del Parque;11;
 ; ; ; - - ;27418801/17;;2018-04-13;NOGOYA 2679/81;Comuna 11;1417;C1417FME;Obra Media;1055.6;NOGOYA 2679;-58.48725904;-34.60017793;NOGOYA;2679;Villa Del Parque;11;
81;163;9;081-163-009;37609921/18;15-81-163-9;2019-03-07;NOGOYA 3274/76;Comuna 11;1417;C1417FNJ;Micro Obra;;NOGOYA 3274;-58.49437963;-34.60444339;NOGOYA;3274;Villa Del Parque;11;
81;136;1;081-136-001;19310359/17;15-81-136-1;2017-10-27;NOGOYA 3402/04;Comuna 11;1417;C1417FNN;Obra Menor;132.29;NOGOYA 3402;-58.49560026;-34.60515533;NOGOYA;3402;Villa Del Parque;11;
 ; ; ; - - ;6400386/18;;2018-03-28;NOGOYA 3435;Comuna 11;1417;C1417FNM;Obra Media;2278.83;NOGOYA 3435;-58.49591549;-34.60522265;NOGOYA;3435;Villa Del Parque;11;
81;71;001b;081-071-001b;261930/17;15-81-071-001B;2017-10-11;NOGOYA 3912;Comuna 11;1417;C1417FNX;Obra Media;1050.59;NOGOYA 3912;-58.50117551;-34.60844365;NOGOYA;3912;Villa Devoto;11;
81;59;19;081-059-019;28009754/16;15-81-59-19;2017-09-13;NOGOYA 4077;Comuna 11;1417;C1417FNY;Obra Media;1998.1;NOGOYA 4077;-58.50282375;-34.60932193;NOGOYA;4077;Villa Devoto;11;
81;32C;2;081-32C-002;32947080/18;15-81-32C-2;2019-05-14;NOGOYA 4292;Comuna 11;1417;C1417FOD;Obra Media;588.93;NOGOYA 4292;-58.50502672;-34.61076491;NOGOYA;4292;Villa Devoto;11;
 ; ; ; - - ;30422463/17;;2018-06-29;NOGOYA 5219;Comuna 11;1417;C1417FOW;Obra Menor;159.48;NOGOYA 5219;-58.51683987;-34.61869346;NOGOYA;5219;Villa Devoto;11;
87;007A;024a;087-007A-024a;25779858/16;15-87-007A-024A;2017-09-12;NOGOYA 5275;Comuna 11;1417;C1417FOW;Obra Menor;460.49;NOGOYA 5275;-58.51739298;-34.6192274;NOGOYA;5275;Villa Devoto;11;
57;55;5;057-055-005;29679408/17;16-57-55-5;2018-08-28;NUEUQUEN 1654/56;Comuna 6;1406;C1406FOD;Obra Media;1336.75;NEUQUEN 1654;-58.45671647;-34.61584081;NEUQUEN;1654;Caballito;6;
89;72;2;089-072-002;30415422/17;10-89-072-002;2018-07-20;NUEVA YORK 4618;Comuna 11;1419;C1419HEF;Obra Menor;161.77;NUEVA YORK 4618;-58.5190802;-34.60475316;NUEVA YORK;4618;Villa Devoto;11;
 ; ; ; - - ;21293335/17;;2018-02-09;NUEVA YORK 4852;Comuna 11;1419;C1419HEJ;Obra Media;814.65;NUEVA YORK 4852;-58.5218778;-34.60647555;NUEVA YORK;4852;Villa Devoto;11;
27;78;12;027-078-12;19844809/18;16-27-78-12/13;2019-01-17;NUÑEZ 1631;Comuna 13;1429;C1429BVC;Obra Media;2235.49;NUÑEZ 1631;-58.46035268;-34.54607336;NUÑEZ;1631;Nuñez;13;
27;78;13;027-078-13;19844809/18;16-27-78-12/13;2019-01-17;NUÑEZ 1631;Comuna 13;1429;C1429BVC;Obra Media;2235.49;NUÑEZ 1631;-58.46035268;-34.54607336;NUÑEZ;1631;Nuñez;13;
41;161;3;041-161-003;35452612/18;16-41-161-03;2019-03-07;NUÑEZ 2452;Comuna 13;1429;C1429BWJ;Micro Obra;14.01;NUÑEZ 2452;-58.46794654;-34.55044955;NUÑEZ;2452;Nuñez;13;
41;106;002a;041-106-002a;16319481/18;16-41-106-2a;2019-04-05;NUÑEZ 2922/24;Comuna 13;1429;C1429BWT;Obra Media;733.2;NUÑEZ 2922;-58.47210334;-34.55277002;NUÑEZ;2922;Nuñez;13;
 ; ; ; - - ;28623980/17;;2018-04-27;NUÑEZ 3100;Comuna 13;1429;C1429BWV;Obra Menor;87.93;NUÑEZ 3100;-58.47344198;-34.5535114;NUÑEZ;3100;Nuñez;13;
41;82;15;041-082-015;10962878/18;16-41-82-15;2018-09-06;NUÑEZ 3291;Comuna 12;1429;C1429BWY;Obra Media;736.11;NUÑEZ 3291;-58.47494168;-34.55423909;NUÑEZ;3291;Saavedra;12;
41;56;002a;041-056-002a;17278875/17;16-41-56-2a;2017-10-19;NUÑEZ 3422/40;Comuna 12;1430;C1430AMB;Obra Mayor;2784.04;NUÑEZ 3422;-58.47635363;-34.55514138;NUÑEZ;3422;Coghlan;12;
41;56;6;041-056-006;23719993/17;16-41-56-6;2017-11-30;NUÑEZ 3462/64;Comuna 12;1430;C1430AMB;Obra Media;596.41;NUÑEZ 3462;-58.47671182;-34.55534208;NUÑEZ;3462;Coghlan;12;
41;56;7;041-056-007;17780748/16;16-41-56-7;2019-05-21;NUÑEZ 3486;Comuna 12;1430;C1430AMB;Micro Obra;;NUÑEZ 3486;-58.47678879;-34.55538521;NUÑEZ;3486;Coghlan;12;
41;32;1;041-032-001;961301/18;16-41-32-1;2019-02-01;NUÑEZ 3638/20;Comuna 12;1430;C1430AMF;Obra Media;1833.34;NUÑEZ 3638;-58.47813793;-34.55614279;NUÑEZ;3638;Coghlan;12;
41;9;12;041-009-012;9405208/18;16-41-9-12;2018-12-20;NUÑEZ 3802/70;Comuna 12;1430;C1430AMJ;Obra Mayor;16928.37;NUÑEZ 3802;-58.47995453;-34.55715984;NUÑEZ;3802;Coghlan;12;
53;128;22;053-128-022;28199136/16;16-53-128-22;2018-08-22;NUÑEZ 4153;Comuna 12;1430;C1430AMO;Obra Media;1200.7;NUÑEZ 4153;-58.48308253;-34.5587916;NUÑEZ;4153;Saavedra;12;
53;59;4;053-059-004;28140254/18;16-53-59-04;2019-02-06;NUÑEZ 4730;Comuna 12;1431;C1431ANB;Obra Media;1104.58;NUÑEZ 4730;-58.4884632;-34.56149341;NUÑEZ;4730;Villa Urquiza;12;
53;59;9;053-059-009;3879400/17;16-53-59-9;2017-10-11;NUÑEZ 4788;Comuna 12;1431;C1431ANB;Obra Menor;117.9;NUÑEZ 4788;-58.48887312;-34.56168607;NUÑEZ;4788;Villa Urquiza;12;
 ; ; ; - - ;28805165/17;;2018-06-11;NUÑEZ 4990;Comuna 12;1431;C1431ANF;Obra Menor;273.66;NUÑEZ 4990;-58.49075186;-34.56257857;NUÑEZ;4990;Villa Urquiza;12;
 ; ; ; - - ;9409972/18;;2018-05-28;NUÑEZ 5068;Comuna 12;1431;C1431ANH;Obra Media;1161.6;NUÑEZ 5068;-58.49148355;-34.56293243;NUÑEZ;5068;Villa Urquiza;12;
