Seccion;Manzana;Parcela;SMP;Expediente;Nomenclacion par;Fecha de registro;Direccion;Comuna 1;Codigo postal;Codigo postal argentino;Tipo obra;Superficie (m2);Direccion normalizada;Lon;Lat;Calle;Altura;Barrio;Comuna;
35;20;27;035-020-027;27280490/18;17-35-20-27;2018-10-31;GORRITI 5925;Comuna 14;1414;C1414BKK;Micro Obra;;GORRITI 5925;-58.44056948;-34.582326;GORRITI;5925;Palermo;14;
35;21c;19;035-21c-019;6049962/18;17-35-21c-19;2018-10-23;GORRITI 6073;Comuna 14;1414;C1414BKM;Obra Media;1758.49;GORRITI 6073;-58.44208234;-34.58119414;GORRITI;6073;Palermo;14;
77;64;33;077-064-033;15365941/18;1-77-64-33;2019-01-02;GOYA 622;Comuna 10;1407;C1407AQL;Obra Menor;244.99;GOYA 622;-58.48959404;-34.6296934;GOYA;622;Velez Sarsfield;10;
54;127;12;054-127-012;30409717/17;054-127-012;2018-11-08;GRAL. EUGENIO GARZON 3882;Comuna 9;1407;C1407HLH;Obra Media;673.69;GARZON EUGENIO GENERAL 3882;-58.47566188;-34.64246413;GARZON EUGENIO GENERAL;3882;Parque Avellaneda;9;
 ; ; ; - - ;8905112/16;;2018-01-24;GRAL. RIVAS 2681;Comuna 11;1417;C1417FZA;Obra Menor;299.81;RIVAS, GRAL. 2681;-58.48497757;-34.60262807;RIVAS, GRAL.;2681;Villa Del Parque;11;
65;64;28;065-064-028;10734315/17;5-65-64-28;2017-10-09;GRAL.ARTIGAS 462/64;Comuna 7;1406;C1406ABF;Obra Media;2232.94;ARTIGAS, JOSE GERVASIO, GRAL. 462;-58.46594278;-34.62517375;ARTIGAS, JOSE GERVASIO, GRAL.;462;Flores;7;
75;73;7;075-073-007;21245882/17;16-75-73-7;2017-10-20;GRAL.ARTIGAS 5382;Comuna 12;1419;C1419EEF;Obra Media;1848.2;ARTIGAS, JOSE GERVASIO, GRAL. 5382;-58.50250067;-34.578214;ARTIGAS, JOSE GERVASIO, GRAL.;5382;Villa Pueyrredon;12;
 ; ; ; - - ;7462098/18;;2018-05-11;GRAL.ARTIGAS 5566;Comuna 12;1419;C1419EEJ;Obra Media;1421.52;ARTIGAS, JOSE GERVASIO, GRAL. 5566;-58.50396947;-34.57659349;ARTIGAS, JOSE GERVASIO, GRAL.;5566;Villa Pueyrredon;12;
 ; ; ; - - ;14950841/16;;2018-04-10;GRAL.MATIENZO 2537;Comuna 14;1426;C1426DAU;Obra Media;1613.5;MATIENZO, BENJAMIN, TENIENTE 2537;-58.44090713;-34.57389657;MATIENZO, BENJAMIN, TENIENTE;2537;Palermo;14;
SPUYMA;SPYS;98;SPUYMA-SPYS-098;26670912/18;013-SPUYMA-SPYS-98;2019-04-30;GRAL.PAZ;;;;Obra Menor;91.5;PAZ, GRAL. AV.;;;PAZ, GRAL. AV.;;;;
 ; ; ; - - ;24577115/18;;2019-03-19;GRAL.PAZ;;;;Obra Menor;91.5;PAZ, GRAL. AV.;;;PAZ, GRAL. AV.;;;;
74;05A;1;074-05A-001;17170716/17;1-74-5A-1;2017-10-26;GRAL.PAZ 12280;Comuna 9;1440;C1440FJO;Obra Menor;199;PAZ, GRAL. AV. 12280;-58.52227203;-34.65830837;PAZ, GRAL. AV.;12280;Mataderos;9;
 ; ; ; - - ;28362858/17;;2018-06-14;GRAL.PAZ 3352/60;Comuna 12;1430;C1430DEN;Obra Menor;175.66;PAZ, GRAL. AV. 3352;-58.49834527;-34.54955354;PAZ, GRAL. AV.;3352;Saavedra;12;
93;4;17;093-004-017;22203413/18;15-93-04-17;2018-11-16;GRAL.PAZ 9678/84;Comuna 10;1408;C1408FFV;Micro Obra;;PAZ, GRAL. AV. 9678;-58.52957779;-34.62993654;PAZ, GRAL. AV.;9678;Versalles;10;
 ; ; ; - - ;28211329/16;;2018-02-28;GRAL.URQUIZA 1257;Comuna 3;1243;C1243AEA;Obra Media;1668.67;URQUIZA, GRAL. 1257;-58.40882667;-34.62556107;URQUIZA, GRAL.;1257;San Cristobal;3;
32;104;21;032-104-021;12847194/16;2-32-104-21;2017-09-15;GRAL.URQUIZA 1990;Comuna 4;1243;C1243AEP;Obra Media;599.5;URQUIZA, GRAL. 1990;-58.40789439;-34.63415226;URQUIZA, GRAL.;1990;Parque Patricios;4;
65;122;14;065-122-014;32389904/18;5-65-122-014;2019-03-06;GRANADEROS 331/33;Comuna 7;1406;C1406BDE;Obra Media;1321.51;GRANADEROS 331;-58.46077339;-34.62374964;GRANADEROS;331;Flores;7;
65;122;14;065-122-014;32389904/18;5-65-122-14;2018-12-07;GRANADEROS 331/33;Comuna 7;1406;C1406BDE;Micro Obra;;GRANADEROS 331;-58.46077339;-34.62374964;GRANADEROS;331;Flores;7;
65;125;7;065-125-007;7298108/14;05-65-125-07;2017-12-13;GRANADEROS 681;Comuna 7;1406;C1406BDK;Obra Media;1504.58;GRANADEROS 681;-58.46255552;-34.62015981;GRANADEROS;681;Flores;7;
29;66;96;029-066-096;16850156/17;16-29-66-96;2018-12-04;GRECIA 3641/45;Comuna 13;1429;C1429BDO;Obra Menor;197.28;GRECIA 3641;-58.46353567;-34.54599211;GRECIA;3641;Nuñez;13;
29;59;18;029-059-018;15236492/18;16-29-59-18;2019-03-22;GRECIA 4202;Comuna 13;1429;C1429BEF;Micro Obra;;GRECIA 4202;-58.46669775;-34.54198876;GRECIA;4202;Nuñez;13;
 ; ; ; - - ;28142267/16;;2018-06-13;GRECIA 4567;Comuna 13;1429;C1429BEK;Obra Media;509.06;GRECIA 4567;-58.46859512;-34.5392731;GRECIA;4567;Nuñez;13;
29;64;011c;029-064-011c;23412496/18;16-29-64-11c;2018-12-14;GRECIA 4760;Comuna 13;1429;C1429BEP;Obra Media;1127.15;GRECIA 4760;-58.46975748;-34.53784355;GRECIA;4760;Nuñez;13;
97;37b;2;097-37b-002;3034415/15;21-97-37b-2;2017-09-18;GRIERSON 222;Comuna 1;1107;C1107BHA;Obra Media;1576.3;GRIERSON, CECILIA 222;-58.3657136;-34.59827457;GRIERSON, CECILIA;222;Retiro;1;
 ; ; ; - - ;23601308/17;;2018-03-14;GRIVEO 2209/17;Comuna 12;1419;C1419EVA;Obra Media;1058.84;GRIVEO 2209;-58.49564536;-34.57949695;GRIVEO;2209;Villa Pueyrredon;12;
73;72;3;073-072-003;32768223/18;16-73-72-3;2019-02-26;GRIVEO 2332;Comuna 12;1419;C1419EVD;Obra Media;554.63;GRIVEO 2332;-58.49738318;-34.5806651;GRIVEO;2332;Villa Pueyrredon;12;
73;72;4;073-072-004;23797124/18;16-73-72-4;2019-01-31;GRIVEO 2342/46;Comuna 12;1419;C1419EVD;Obra Menor;72.51;GRIVEO 2342;-58.49745632;-34.58071027;GRIVEO;2342;Villa Pueyrredon;12;
 ; ; ; - - ;11326826/17;;2018-01-16;GRIVEO 2787;Comuna 12;1419;C1419EVK;Obra Menor;98;GRIVEO 2787;-58.50237815;-34.58366731;GRIVEO;2787;Villa Pueyrredon;12;
73;24a;5;073-24a-005;14672456/17;16-73-24a-5;2017-09-13;GRIVEO 2940/42;Comuna 12;1419;C1419EVP;Obra Media;619.07;GRIVEO 2940;-58.50413415;-34.5848506;GRIVEO;2940;Villa Pueyrredon;12;
None; ; ;None- - ;28042653/16;2019/01/16;2019-01-16;GRIVEO 2955;Comuna 12;1419;C1419EVO;Obra Menor;342.83;GRIVEO 2955;-58.50454114;-34.58500544;GRIVEO;2955;Villa Pueyrredon;12;
83;59;4;083-059-004;20903965/17;15-83-59-4;2017-09-19;GRIVEO 4130/32;Comuna 11;1419;C1419EWN;Obra Menor;88.45;GRIVEO 4130;-58.51900961;-34.59401816;GRIVEO;4130;Villa Devoto;11;
81;20;003a;081-020-003a;27394747/18;15-81-20-3a;2019-05-15;GUALEGUAYCHU 2632;Comuna 11;1417;C1417AYN;Obra Menor;482.02;GUALEGUAYCHU 2632;-58.50555443;-34.61058761;GUALEGUAYCHU;2632;Villa Devoto;11;
81;34;007e;081-034-007e;10361773/16;15-81-34-7e;2018-08-06;GUALEGUAYCHU 2755;Comuna 11;1417;C1417AYO;Obra Menor;438.11;GUALEGUAYCHU 2755;-58.50629967;-34.60962035;GUALEGUAYCHU;2755;Villa Devoto;11;
83;42;004a;083-042-004a;39405690/15;36-83-42-4a;2019-04-30;GUALEGUAYCHU 3529/35;Comuna 11;1419;C1419BKA;Micro Obra;;GUALEGUAYCHU 3529;-58.51202598;-34.60324659;GUALEGUAYCHU;3529;Villa Devoto;11;
79;141;23;079-141-023;27579303/18;15-79-141-23;2018-12-12;GUALEGUAYCHU 935;Comuna 10;1407;C1407AKS;Obra Menor;285.96;GUALEGUAYCHU 935;-58.48886729;-34.62568904;GUALEGUAYCHU;935;Floresta;10;
1;72;43B23;001-072-43B23;17467799/18;01-72-43B23;2018-07-10;GUAMINI 1065;Comuna 9;1408;C1408IAA;Obra Media;666.52;GUAMINI 1065;-58.5241439;-34.65130203;GUAMINI;1065;Liniers;9;
72;46;30;072-046-030;11826254/18;1-72-46-30;2018-07-10;GUAMINI 1168/72;Comuna 9;1408;C1408IAD;Obra Menor;317.06;GUAMINI 1168;-58.52284651;-34.65218481;GUAMINI;1168;Liniers;9;
74;36B;10;074-36B-010;33210868/18;1-74-36B-10;2019-01-02;GUAMINI 1440;Comuna 9;1440;C1440ESB;Obra Media;539.02;GUAMINI 1440;-58.51956162;-34.65466919;GUAMINI;1440;Mataderos;9;
 ; ; ; - - ;23491244/16;;2018-03-13;GUAMINI 2389/91;Comuna 9;1440;C1440ESS;Obra Menor;298.56;GUAMINI 2389;-58.50811313;-34.66391314;GUAMINI;2389;Mataderos;9;
 ; ; ; - - ;22334872/17;;2018-04-18;GUAMINI 5457;Comuna 8;1439;C1439HAS;Obra Menor;288.3;GUAMINI 5457;-58.4706908;-34.69241134;GUAMINI;5457;Villa Riachuelo;8;
84;30;28;084-030-028;32839274/18;1-84-30-28;2019-04-25;GUAMINI 5638/42;Comuna 8;1439;C1439HAX;Obra Media;1489.82;GUAMINI 5638;-58.46847071;-34.69398665;GUAMINI;5638;Villa Riachuelo;8;
 ; ; ; - - ;25512435/17;;2018-03-06;GUAMINI 5638/42;Comuna 8;1439;C1439HAX;Obra Media;1338.32;GUAMINI 5638;-58.46847071;-34.69398665;GUAMINI;5638;Villa Riachuelo;8;
 ; ; ; - - ;9405131/18;;2018-06-11;GUARDIA VIEJA 3372;Comuna 3;1192;C1192AAB;Obra Media;1635.89;GUARDIA VIEJA 3372;-58.41231735;-34.60268821;GUARDIA VIEJA;3372;Balvanera;3;
13;52;10;013-052-010;28139671/16;9-13-52-10;2019-01-30;GUARDIA VIEJA 3392;Comuna 3;1192;C1192AAB;Obra Media;2014.91;GUARDIA VIEJA 3392;-58.41263911;-34.602599;GUARDIA VIEJA;3392;Balvanera;3;
17;50;18;017-050-018;2629112/17;7-17-50-18;2017-09-28;GUARDIA VIEJA 4367;Comuna 5;1192;C1192AAU;Obra Media;1820.29;GUARDIA VIEJA 4367;-58.42621946;-34.60010723;GUARDIA VIEJA;4367;Almagro;5;
 ; ; ; - - ;30294454/17;;2018-04-19;GUARDIA VIEJA 4490;Comuna 5;1192;C1192AAX;Obra Media;1023.23;GUARDIA VIEJA 4490;-58.42800076;-34.60001189;GUARDIA VIEJA;4490;Almagro;5;
 ; ; ; - - ;28554853/17;;2018-04-26;GUARDIA VIEJA 4594/00;Comuna 5;1192;C1192AAZ;Obra Media;2238.17;GUARDIA VIEJA 4594;-58.4295348;-34.59986237;GUARDIA VIEJA;4594;Almagro;5;
 ; ; ; - - ;15015484/17;;2018-03-15;GUATEMALA 4319/21;Comuna 14;1425;C1425BUE;Obra Media;1766.35;GUATEMALA 4319;-58.4204638;-34.58887153;GUATEMALA;4319;Palermo;14;
 ; ; ; - - ;27141187/17;;2018-04-04;GUATEMALA 4329/61;Comuna 14;1425;C1425BUE;Obra Mayor;5131.45;GUATEMALA 4329;-58.42061075;-34.58882689;GUATEMALA;4329;Palermo;14;
 ; ; ; - - ;16049546/18;;2018-06-19;GUATEMALA 4870/82;Comuna 14;1425;C1425BUP;Obra Mayor;5313.92;GUATEMALA 4870;-58.42608498;-34.58511157;GUATEMALA;4870;Palermo;14;
 ; ; ; - - ;9430236/18;;2018-05-24;GUATEMALA 4870/82;Comuna 14;1425;C1425BUP;Obra Menor;51.4;GUATEMALA 4870;-58.42608498;-34.58511157;GUATEMALA;4870;Palermo;14;
 ; ; ; - - ;28639806/17;;2018-01-30;GUATEMALA 5001;Comuna 14;1425;C1425BUS;Obra Media;1878.75;GUATEMALA 5001;-58.42737226;-34.58395076;GUATEMALA;5001;Palermo;14;
19;123;22;019-123-022;35545618/15;17-19-123-22;2017-12-20;GUATEMALA 5059;Comuna 14;1425;C1425BUS;Obra Media;1891.29;GUATEMALA 5059;-58.42772322;-34.58366152;GUATEMALA;5059;Palermo;14;
19;124;012a;019-124-012a;22831554/16;18-19-124-12a;2017-12-26;GUATEMALA 5139/99;Comuna 14;1425;C1425BUU;Obra Mayor;48437.55;GUATEMALA 5139;-58.42834214;-34.58317309;GUATEMALA;5139;Palermo;14;
35;98;23;035-098-023;27676470/16;17-35-98-23;2018-09-04;GUATEMALA 5481;Comuna 14;1425;C1425BVE;Obra Media;684.3;GUATEMALA 5481;-58.43077945;-34.58121741;GUATEMALA;5481;Palermo;14;
35;85;008a;035-085-008a;19364769/17;17-35-85-8a;2017-09-28;GUATEMALA 5566/80;Comuna 14;1425;C1425BVH;Obra Mayor;3211.98;GUATEMALA 5566;-58.43169542;-34.5806323;GUATEMALA;5566;Palermo;14;
35;86;2;035-086-002;32620027/18;17-35-86-02;2019-01-18;GUATEMALA 5612/16;Comuna 14;1425;C1425BVJ;Obra Media;1256.45;GUATEMALA 5612;-58.4321936;-34.58023564;GUATEMALA;5612;Palermo;14;
35;100;024a;035-100-024a;15230090/17;17-35-100-24a;2017-11-02;GUATEMALA 5653/59;Comuna 14;1425;C1425BVI;Obra Mayor;4695.08;GUATEMALA 5653;-58.43240636;-34.57992124;GUATEMALA;5653;Palermo;14;
35;87;3;035-087-003;13022141/17;17-35-87-3;2017-10-03;GUATEMALA 5726;Comuna 14;1425;C1425BVL;Obra Media;1582.2;GUATEMALA 5726;-58.43331334;-34.57934437;GUATEMALA;5726;Palermo;14;
35;88;2;035-088-002;28194065/18;17-35-88-2;2018-10-18;GUATEMALA 5820;Comuna 14;1425;C1425BVN;Obra Media;1097.96;GUATEMALA 5820;-58.43425994;-34.57858071;GUATEMALA;5820;Palermo;14;
40;144;3;040-144-003;21354012/18;06-40-144-3;2019-01-02;GUAYAQUIL 40;Comuna 6;1424;C1424CAB;Obra Media;1675.25;GUAYAQUIL 40;-58.4289394;-34.61955267;GUAYAQUIL;40;Caballito;6;
40;145;19;040-145-019;31240882/18;06-40-145-019;2019-03-07;GUAYAQUIL 65/67;Comuna 6;1424;C1424CAA;Obra Media;2175.55;GUAYAQUIL 65;-58.42922495;-34.61950191;GUAYAQUIL;65;Caballito;6;
 ; ; ; - - ;19122288/17;;2018-03-28;GUAYRA 1928;Comuna 13;1429;C1429CIJ;Obra Media;502.11;GUAYRA 1928;-58.45985499;-34.55015953;GUAYRA;1928;Nuñez;13;
15;64;22;015-064-022;8898708/16;19-15-64-22;2019-02-15;GUEMES 3023/31;Comuna 2;1425;C1425BKC;Obra Media;969.94;GUEMES 3023;-58.40930582;-34.59151225;GUEMES;3023;Recoleta;2;
19;163;11;019-163-011;30249004/18;18-19-163-11;2018-11-07;GUEMES 3657;Comuna 14;1425;C1425BKO;Obra Media;2452.72;GUEMES 3657;-58.41410458;-34.58837973;GUEMES;3657;Palermo;14;
19;148;42;019-148-042;14485010/17;18-19-148-42;2017-12-05;GUEMES 3782;Comuna 14;1425;C1425BKR;Obra Media;1892.82;GUEMES 3782;-58.41550812;-34.58751464;GUEMES;3782;Palermo;14;
19;160;1;019-160-001;10306429/18;18-19-160-01;2018-12-13;GUEMES 4802/14;Comuna 14;1425;C1425BLN;Obra Media;2413.76;GUEMES 4802;-58.42550712;-34.58029687;GUEMES;4802;Palermo;14;
15;6;17;015-006-017;21593107/18;015-006-017;2018-11-23;GUISE 1621;Comuna 14;1425;C1425DPA;Obra Media;989.55;GUISE 1621;-58.41503772;-34.59320221;GUISE;1621;Palermo;14;
31;79;18;031-079-018;27712627/18;18-31-79-18;2019-01-24;GURRUCHAGA 1152;Comuna 15;1414;C1414DHX;Obra Mayor;3342.57;GURRUCHAGA 1152;-58.43423781;-34.59250048;GURRUCHAGA;1152;Villa Crespo;15;
 ; ; ; - - ;29812702/17;;2018-03-05;GURRUCHAGA 1876/78;Comuna 14;1414;C1414DIL;Obra Menor;77.31;GURRUCHAGA 1876;-58.42656991;-34.5875578;GURRUCHAGA;1876;Palermo;14;
47;136;2;047-136-002;23854916/16;15-47-136-02;2018-11-29;GURRUCHAGA 220/56;Comuna 15;1414;C1414DHF;Obra Media;1726.8;GURRUCHAGA 220;-58.44449251;-34.59947051;GURRUCHAGA;220;Villa Crespo;15;
19;170;006a;019-170-006a;22482807/17;18-19-170-006A;2018-09-20;GURRUCHAGA 2439/41;Comuna 14;1425;C1425FEK;Obra Mayor;9542.56;GURRUCHAGA 2439;-58.42077077;-34.58299671;GURRUCHAGA;2439;Palermo;14;
47;155;6;047-155-006;22868728/16;15-47-155-6;2018-08-06;GURRUCHAGA 359;Comuna 15;1414;C1414DHG;Obra Media;1868.16;GURRUCHAGA 359;-58.44313911;-34.59850766;GURRUCHAGA;359;Villa Crespo;15;
71;43;004a;071-043-004a;21912018/16;15-71-43-4a;2019-01-28;GUTENBERG 2958;Comuna 15;1419;C1419IDH;Obra Menor;72.48;GUTENBERG 2958;-58.49666633;-34.59363628;GUTENBERG;2958;Agronomia;15;
8;27;28;008-027-028;16365462/18;3-8-27-28;2018-09-11;GUZMAN 185/87;Comuna 15;1427;C1427BOB;Obra Media;1581.28;GUZMAN 185;-58.45010965;-34.59127268;GUZMAN;185;Chacarita;15;
45;45b;37;045-45b-037;30651467/18;7-45-45b-37;2019-04-12;H. PUEYRREDON 424;Comuna 6;1405;C1405BAO;Obra Mayor;3923.65;PUEYRREDON, HONORIO, DR. AV. 424;-58.44092316;-34.61458973;PUEYRREDON, HONORIO, DR. AV.;424;Caballito;6;
22;50;007b;022-050-007b;14363508/17;8-22-50-7b;2017-11-30;H.PIMERO 2056/62;Comuna 3;1229;C1229AAF;Obra Media;508.72;HUMBERTO 1° 2056;-58.39493475;-34.62175131;HUMBERTO 1°;2056;San Cristobal;3;
 ; ; ; - - ;22798810/17;;2018-01-12;H.PUEYRREDON 1182;Comuna 15;1414;C1414CEN;Obra Media;1409.54;PUEYRREDON, HONORIO, DR. AV. 1182;-58.44652788;-34.60653268;PUEYRREDON, HONORIO, DR. AV.;1182;Villa Crespo;15;
 ; ; ; - - ;9393900/18;;2018-06-11;H.PUEYRREDON 1210;Comuna 15;1414;C1414CEO;Obra Media;1327.3;PUEYRREDON, HONORIO, DR. AV. 1210;-58.44686207;-34.60609281;PUEYRREDON, HONORIO, DR. AV.;1210;Villa Crespo;15;
 ; ; ; - - ;477251/15;;2018-04-26;H.PUEYRREDON 550;Comuna 6;1405;C1405BAP;Obra Media;2417.36;PUEYRREDON, HONORIO, DR. AV. 550;-58.44138227;-34.61352157;PUEYRREDON, HONORIO, DR. AV.;550;Caballito;6;
 ; ; ; - - ;29892294/17;;2018-04-18;H.PUEYRREDON 885;Comuna 6;1405;C1405BAF;Obra Media;1572.12;PUEYRREDON, HONORIO, DR. AV. 885;-58.44329416;-34.61012016;PUEYRREDON, HONORIO, DR. AV.;885;Caballito;6;
36;136;4;036-136-4;7599423/17;6-36-136-4/5;2017-10-05;H.YRIGOYEN 3656/70;Comuna 5;1208;C1208ABQ;Obra Mayor;3082.97;YRIGOYEN, HIPOLITO AV. 3656;-58.41785791;-34.61412436;YRIGOYEN, HIPOLITO AV.;3656;Almagro;5;
36;136;5;036-136-5;7599423/17;6-36-136-4/5;2017-10-05;H.YRIGOYEN 3656/70;Comuna 5;1208;C1208ABQ;Obra Mayor;3082.97;YRIGOYEN, HIPOLITO AV. 3656;-58.41785791;-34.61412436;YRIGOYEN, HIPOLITO AV.;3656;Almagro;5;
36;136;10;036-136-010;34773556/18;6-36-136-10;2019-05-28;H.YRIGOYEN 3694/96;Comuna 5;1208;C1208ABQ;Obra Menor;312.95;YRIGOYEN, HIPOLITO AV. 3694;-58.41844647;-34.61429327;YRIGOYEN, HIPOLITO AV.;3694;Almagro;5;
36;31;20;036-031-020;32943353/18;6-36-31-20;2019-02-15;H.YRIGOYEN 4221/23;Comuna 5;1212;C1212ACA;Obra Media;1846.97;YRIGOYEN, HIPOLITO AV. 4221;-58.42629614;-34.61484374;YRIGOYEN, HIPOLITO AV.;4221;Almagro;5;
 ; ; ; - - ;32770113/15;;2018-04-27;HABANA 2256/58;Comuna 12;1419;C1419GPD;Obra Media;858.6;HABANA 2256;-58.49221453;-34.58480391;HABANA;2256;Villa Pueyrredon;12;
73;18;6;073-018-006;22328363/17;16-73-18-06;2017-11-30;HABANA 2940;Comuna 12;1419;C1419GPR;Obra Media;1206.31;HABANA 2940;-58.49996503;-34.5895993;HABANA;2940;Villa Pueyrredon;12;
73;19;26;073-019-026;30391934/17;16-73-19-26;2018-07-26;HABANA 2967/69;Comuna 12;1419;C1419GPQ;Obra Media;831.65;HABANA 2967;-58.50028573;-34.58970394;HABANA;2967;Villa Pueyrredon;12;
73;003A;15;073-003A-015;20698432/17;16-73-003A-015;2017-09-19;HABANA 3143;Comuna 12;1419;C1419GPU;Obra Menor;322.36;HABANA 3143;-58.50263821;-34.59116081;HABANA;3143;Villa Pueyrredon;12;
83;245;3;083-245-003;21155094/18;15-83-245-3;2019-01-18;HABANA 3246;Comuna 12;1419;C1419GPX;Obra Media;771.74;HABANA 3246;-58.50402433;-34.59211105;HABANA;3246;Villa Pueyrredon;12;
 ; ; ; - - ;21310446/17;;2018-03-28;HABANA 3931;Comuna 11;1419;C1419GRE;Obra Mayor;4893.89;HABANA 3931;-58.51294189;-34.59752155;HABANA;3931;Villa Devoto;11;
89;58;25;089-058-025;28196702/18;015-89-58-025;2018-11-16;HABANA 4547;Comuna 11;1419;C1419GRQ;Micro Obra;;HABANA 4547;-58.52011421;-34.60194748;HABANA;4547;Villa Devoto;11;
 ; ; ; - - ;29881054/17;;2018-05-16;HABANA 4870/74;Comuna 11;1419;C1419GSD;Obra Menor;142.38;HABANA 4870;-58.52422025;-34.60457352;HABANA;4870;Villa Devoto;11;
61;117;13;061-117-013;22677742/18;15-61-117-13;2019-03-20;HAMBURGO 3183;Comuna 15;1431;C1431DDG;Obra Menor;314.64;HAMBURGO 3183;-58.48305181;-34.58630734;HAMBURGO;3183;Parque Chas;15;
61;116;7;061-116-007;14213117/18;15-61-116-007;2018-10-24;HAMBURGO 3188;Comuna 15;1431;C1431DDH;Obra Menor;174.17;HAMBURGO 3188;-58.48306268;-34.58640094;HAMBURGO;3188;Parque Chas;15;
67;11;002b;067-011-002b;30174188/17;15-67-11-002b;2018-09-03;HELGUERA 1824/26;Comuna 11;1416;C1416BBT;Obra Media;894.97;HELGUERA 1824;-58.48421292;-34.61252662;HELGUERA;1824;Villa Santa Rita;11;
69;2;001c;069-002-001c;9564086/18;15-69-2-1c;2018-11-15;HELGUERA 2210;Comuna 11;1417;C1417CQB;Obra Menor;62;HELGUERA 2210;-58.48708327;-34.6089659;HELGUERA;2210;Villa Del Parque;11;
69;2;2;069-002-002;15891170/17;15-69-02-02;2017-11-09;HELGUERA 2216;Comuna 11;1417;C1417CQB;Obra Menor;251.34;HELGUERA 2216;-58.48711928;-34.60892396;HELGUERA;2216;Villa Del Parque;11;
69;2;9;069-002-009;161294/15;15-69-002-009;2018-07-20;HELGUERA 2294;Comuna 11;1417;C1417CQB;Obra Menor;67.2;HELGUERA 2294;-58.48751277;-34.60846567;HELGUERA;2294;Villa Del Parque;11;
65;13;13;065-013-013;441502/15;5-65-13-13;2017-10-12;HELGUERA 249;Comuna 7;1406;C1406APC;Obra Media;825.51;HELGUERA 249;-58.47359414;-34.6287095;HELGUERA;249;Flores;7;
69;7;3;069-007-003;24577961/17;15-69-7-3;2018-10-29;HELGUERA 2718;Comuna 11;1417;C1417CQL;Obra Menor;222.39;HELGUERA 2718;-58.49157335;-34.60374048;HELGUERA;2718;Villa Del Parque;11;
 ; ; ; - - ;9430248/18;;2018-06-29;HELGUERA 3236/38;Comuna 11;1417;C1417CRF;Obra Media;1411.12;HELGUERA 3236;-58.49483464;-34.59947512;HELGUERA;3236;Villa Del Parque;11;
71;7;33;071-007-033;16589519/17;15-71-7-33;2018-09-12;HELGUERA 3368/70;Comuna 11;1417;C1417CRH;Obra Media;1868.17;HELGUERA 3368;-58.49579431;-34.59819779;HELGUERA;3368;Villa Del Parque;11;
 ; ; ; - - ;30037531/17;;2018-04-24;HELGUERA 3625/35;Comuna 15;1419;C1419CTC;Obra Menor;379.81;HELGUERA 3625;-58.49775692;-34.59563332;HELGUERA;3625;Agronomia;15;
73;003A;16;073-003A-016;7451320/19;16-073-003A-016;2019-04-26;HELGUERA 4348/50;Comuna 12;1419;C1419CUJ;Obra Menor;89.32;HELGUERA 4348;-58.50251086;-34.59051429;HELGUERA;4348;Villa Pueyrredon;12;
75;03A;25;075-03A-025;32766336/18;16-75-3A-25;2019-01-29;HELGUERA 5180;Comuna 12;1419;C1419CUZ;Obra Menor;109.01;HELGUERA 5180;-58.50837006;-34.58407581;HELGUERA;5180;Villa Pueyrredon;12;
75;5;36;075-005-036;21892365/16;16-75-5-36;2018-08-07;HELGUERA 5316/20;Comuna 12;1419;C1419CVD;Obra Menor;315.47;HELGUERA 5316;-58.50938091;-34.58295951;HELGUERA;5316;Villa Pueyrredon;12;
75;6;46;075-006-046;448430/16;16-75-6-46;2017-12-22;HELGUERA 5472/74;Comuna 12;1419;C1419CVF;Obra Menor;487.48;HELGUERA 5472;-58.51042819;-34.58180757;HELGUERA;5472;Villa Pueyrredon;12;
65;17;11;065-017-011;30304557/17;5-65-17-11;2019-05-28;HELGUERA 681/83;Comuna 7;1406;C1406APK;Obra Media;625.45;HELGUERA 681;-58.47563912;-34.6242044;HELGUERA;681;Flores;7;
65;18;15;065-018-015;25968003/16;5-65-18-15;2017-09-22;HELGUERA 733/35;Comuna 7;1406;C1406APM;Obra Media;1237.21;HELGUERA 733;-58.47593743;-34.6235401;HELGUERA;733;Flores;7;
 ; ; ; - - ;25738153/17;;2018-01-25;HELGUERA 736;Comuna 7;1406;C1406APN;Obra Menor;326.97;HELGUERA 736;-58.47602966;-34.62354666;HELGUERA;736;Flores;7;
65;008A;22;065-008A-022;34759447/18;05-65-008A-022;2019-03-08;HELGUERA 760/62;Comuna 7;1406;C1406APN;Micro Obra;;HELGUERA 760;-58.47610482;-34.62338;HELGUERA;760;Flores;7;
65;9;028b;065-009-028b;33841982/18;5-65-009-28B;2019-05-23;HELGUERA 842;Comuna 7;1406;C1406APP;Obra Media;787.11;HELGUERA 842;-58.47651149;-34.62246208;HELGUERA;842;Flores;7;
49;138;016a;049-138-016a;12158853/18;12-49-138-16A;2018-09-17;HEREDIA 1253;Comuna 15;1427;C1427CNU;Obra Menor;166.19;HEREDIA 1253;-58.46318584;-34.57897147;HEREDIA;1253;Villa Ortuzar;15;
 ; ; ; - - ;23231050/17;;2018-01-29;HEREDIA 1452;Comuna 15;1427;C1427CNZ;Obra Media;919.71;HEREDIA 1452;-58.46446391;-34.57647075;HEREDIA;1452;Villa Ortuzar;15;
